area_type,availability,location,total_sqft,bath,balcony,price,bhk,price_per_sqft
Super built-up  Area,Ready To Move,Other,1475.0,3.0,2.0,70.0,3,4745.762711864407
Built-up  Area,Ready To Move,Other,2357.0,3.0,2.0,151.0,3,6406.448875689436
Super built-up  Area,18-Jul,Other,1411.0,3.0,2.0,91.72,3,6500.3543586109145
Plot  Area,Ready To Move,Other,1100.0,3.0,1.0,78.0,3,7090.909090909091
Built-up  Area,Ready To Move,Other,4000.0,4.0,3.0,170.0,4,4250.0
Built-up  Area,Ready To Move,Other,1945.0,3.0,3.0,120.0,3,6169.665809768638
Super built-up  Area,18-Oct,Other,1465.0,2.0,3.0,74.72,3,5100.341296928327
Built-up  Area,Ready To Move,Other,351.0,1.0,1.0,16.0,1,4558.404558404558
Super built-up  Area,Ready To Move,Other,1360.0,2.0,1.0,59.27,3,4358.088235294118
Built-up  Area,Ready To Move,Other,1150.0,2.0,1.0,75.0,3,6521.739130434783
Plot  Area,Ready To Move,Other,1200.0,3.0,1.0,74.0,3,6166.666666666667
Super built-up  Area,Ready To Move,Other,1229.0,3.0,1.0,86.03,3,7000.0
Built-up  Area,Ready To Move,Other,600.0,1.0,0.0,32.0,1,5333.333333333333
Super built-up  Area,Ready To Move,Other,1520.0,3.0,3.0,80.0,3,5263.1578947368425
Built-up  Area,Ready To Move,Other,3000.0,4.0,2.0,240.0,4,8000.0
Built-up  Area,Ready To Move,Other,1445.0,3.0,2.0,64.0,3,4429.065743944637
Super built-up  Area,Ready To Move,Other,1370.0,2.0,2.0,75.0,3,5474.4525547445255
Super built-up  Area,Ready To Move,Other,1700.0,3.0,1.0,97.0,3,5705.882352941177
Super built-up  Area,Ready To Move,Other,1900.0,3.0,3.0,160.0,3,8421.052631578947
Super built-up  Area,Ready To Move,Other,1360.0,3.0,3.0,55.0,3,4044.1176470588234
Built-up  Area,Ready To Move,Other,1929.0,3.0,2.0,115.0,3,5961.638154484189
Built-up  Area,Ready To Move,Other,3161.0,4.0,3.0,214.0,4,6770.00949066751
Super built-up  Area,Ready To Move,Other,1455.0,2.0,2.0,56.0,3,3848.7972508591065
Super built-up  Area,20-Aug,Other,440.0,1.0,0.0,28.0,1,6363.636363636364
Built-up  Area,Ready To Move,Other,4200.0,4.0,2.0,255.0,4,6071.428571428572
Super built-up  Area,Ready To Move,Other,700.0,1.0,1.0,41.0,1,5857.142857142857
Super built-up  Area,Ready To Move,Other,1300.0,2.0,1.0,49.0,3,3769.230769230769
Super built-up  Area,Ready To Move,Other,1535.0,3.0,1.0,55.0,3,3583.061889250814
Plot  Area,Ready To Move,Other,3000.0,3.0,0.0,250.0,3,8333.333333333334
Built-up  Area,Ready To Move,Other,1360.0,2.0,2.0,65.0,3,4779.411764705882
Plot  Area,Ready To Move,Other,1272.0,4.0,0.0,75.0,3,5896.226415094339
Super built-up  Area,Ready To Move,Other,1000.0,2.0,1.0,65.0,3,6500.0
Super built-up  Area,Ready To Move,Other,1306.0,2.0,2.0,58.0,3,4441.04134762634
Super built-up  Area,Ready To Move,Other,2401.0,3.0,2.0,185.0,3,7705.12286547272
Built-up  Area,Ready To Move,Other,890.0,1.0,1.0,75.0,1,8426.966292134832
Super built-up  Area,Ready To Move,Other,1690.0,3.0,2.0,100.0,3,5917.15976331361
Super built-up  Area,Ready To Move,Other,1355.0,3.0,1.0,61.0,3,4501.845018450184
Super built-up  Area,Ready To Move,Other,1460.0,3.0,2.0,88.0,3,6027.397260273972
Super built-up  Area,Ready To Move,Other,1685.0,3.0,2.0,95.0,3,5637.982195845697
Plot  Area,18-Apr,Other,800.0,1.0,0.0,52.0,1,6500.0
Plot  Area,Ready To Move,Other,4000.0,5.0,1.0,280.0,4,7000.0
Built-up  Area,Ready To Move,Other,2100.0,3.0,1.0,75.0,3,3571.4285714285716
Super built-up  Area,18-Apr,Other,1215.0,2.0,2.0,46.5,3,3827.1604938271603
Plot  Area,Ready To Move,Other,461.82,1.0,1.0,31.7,1,6864.146204148803
Plot  Area,18-Feb,Other,1500.0,2.0,0.0,85.0,3,5666.666666666667
Super built-up  Area,Ready To Move,Other,12000.0,12.0,0.0,525.0,10,4375.0
Built-up  Area,Ready To Move,Other,1950.0,3.0,2.0,130.0,3,6666.666666666667
Plot  Area,Ready To Move,Other,4051.0,4.0,3.0,345.0,4,8516.415699827203
Super built-up  Area,Ready To Move,Other,2100.0,3.0,3.0,170.0,3,8095.238095238095
Built-up  Area,Ready To Move,Other,1991.0,3.0,2.0,160.0,3,8036.162732295329
Built-up  Area,Ready To Move,Other,1200.0,3.0,2.0,66.0,3,5500.0
Super built-up  Area,20-Dec,Other,1693.0,3.0,2.0,108.0,3,6379.208505611341
Super built-up  Area,Ready To Move,Other,1150.0,2.0,2.0,77.5,3,6739.130434782609
Super built-up  Area,Ready To Move,Other,1500.0,2.0,2.0,65.0,3,4333.333333333333
Built-up  Area,Ready To Move,Other,1190.0,3.0,1.0,55.0,3,4621.848739495798
Super built-up  Area,Ready To Move,Other,1500.0,3.0,2.0,65.0,3,4333.333333333333
Built-up  Area,Ready To Move,Other,1460.0,2.0,3.0,73.0,3,5000.0
Super built-up  Area,Ready To Move,Other,1080.0,2.0,2.0,75.0,3,6944.444444444444
Super built-up  Area,Ready To Move,Other,2400.0,2.0,1.0,150.0,3,6250.0
Built-up  Area,Ready To Move,Other,1596.0,3.0,0.0,95.0,3,5952.380952380952
Built-up  Area,Ready To Move,Other,1639.0,3.0,3.0,123.0,3,7504.5759609518
Carpet  Area,Ready To Move,Other,1372.0,2.0,1.0,90.0,3,6559.766763848396
Super built-up  Area,Ready To Move,Other,1490.0,2.0,1.0,59.6,3,4000.0
Built-up  Area,Ready To Move,Other,1650.0,4.0,0.0,99.0,4,6000.0
Plot  Area,Ready To Move,Other,1200.0,3.0,1.0,95.0,4,7916.666666666667
Super built-up  Area,Ready To Move,Other,1570.0,3.0,1.0,115.0,3,7324.84076433121
Super built-up  Area,Ready To Move,Other,1680.0,3.0,2.0,85.0,3,5059.523809523809
Built-up  Area,Ready To Move,Other,705.0,1.0,2.0,36.5,1,5177.304964539007
Super built-up  Area,Ready To Move,Other,1340.0,3.0,3.0,77.0,3,5746.268656716418
Super built-up  Area,Ready To Move,Other,1800.0,3.0,2.0,70.0,3,3888.8888888888887
Plot  Area,Ready To Move,Other,3259.0,3.0,0.0,270.0,3,8284.749923289353
Super built-up  Area,Ready To Move,Other,3200.0,3.0,3.0,190.0,4,5937.5
Built-up  Area,Ready To Move,Other,596.0,1.0,1.0,42.0,1,7046.979865771812
Super built-up  Area,Ready To Move,Other,10000.0,16.0,0.0,550.0,16,5500.0
Built-up  Area,Ready To Move,Other,1405.0,2.0,2.0,70.0,3,4982.20640569395
Super built-up  Area,Ready To Move,Other,1800.0,3.0,3.0,65.0,3,3611.1111111111113
Built-up  Area,Ready To Move,Other,1750.0,3.0,3.0,149.0,3,8514.285714285714
Super built-up  Area,Ready To Move,Other,1360.0,2.0,1.0,65.0,3,4779.411764705882
Super built-up  Area,Ready To Move,Other,1490.0,2.0,3.0,88.0,3,5906.040268456376
Plot  Area,Ready To Move,Other,4428.0,4.0,2.0,255.0,4,5758.807588075881
Super built-up  Area,Ready To Move,Other,650.0,1.0,0.0,30.0,1,4615.384615384615
Super built-up  Area,Ready To Move,Other,1500.0,2.0,2.0,89.99,3,5999.333333333333
Super built-up  Area,Ready To Move,Other,910.0,1.0,1.0,42.0,1,4615.384615384615
Super built-up  Area,Ready To Move,Other,2000.0,3.0,2.0,85.0,3,4250.0
Built-up  Area,Ready To Move,Other,532.0,1.0,1.0,22.49,1,4227.443609022556
Super built-up  Area,Ready To Move,Other,1060.0,3.0,1.0,62.0,3,5849.056603773585
Super built-up  Area,Ready To Move,Other,1374.0,2.0,2.0,70.0,3,5094.614264919942
Super built-up  Area,Ready To Move,Other,2145.0,4.0,0.0,125.0,4,5827.505827505827
Built-up  Area,15-Jun,Other,1500.0,2.0,0.0,97.0,3,6466.666666666667
Super built-up  Area,19-Mar,Other,1865.0,4.0,2.0,140.0,3,7506.702412868633
Built-up  Area,Ready To Move,Other,3500.0,4.0,2.0,245.0,4,7000.0
Super built-up  Area,Ready To Move,Other,1600.0,3.0,2.0,76.0,3,4750.0
Super built-up  Area,18-Dec,Other,1320.0,2.0,2.0,73.0,3,5530.30303030303
Super built-up  Area,Ready To Move,Other,1801.0,3.0,2.0,139.0,3,7717.9344808439755
Built-up  Area,Ready To Move,Other,1350.0,2.0,2.0,65.0,3,4814.814814814815
Super built-up  Area,Ready To Move,Other,1400.0,2.0,2.0,62.0,3,4428.571428571428
Super built-up  Area,Ready To Move,Other,1488.0,2.0,3.0,60.0,3,4032.2580645161293
Built-up  Area,Ready To Move,Other,1853.0,3.0,2.0,82.0,3,4425.256341068538
Super built-up  Area,Ready To Move,Other,1390.0,2.0,2.0,80.0,3,5755.395683453237
Super built-up  Area,Ready To Move,Other,1550.0,2.0,0.0,90.0,3,5806.451612903225
Plot  Area,Ready To Move,Other,1500.0,4.0,0.0,110.0,4,7333.333333333333
Built-up  Area,20-Dec,Other,1531.0,3.0,2.0,72.0,3,4702.808621815807
Super built-up  Area,Ready To Move,Other,1200.0,6.0,3.0,70.0,4,5833.333333333333
Plot  Area,Ready To Move,Other,750.0,2.0,0.0,50.0,1,6666.666666666667
Built-up  Area,Ready To Move,Other,1605.0,2.0,3.0,85.0,3,5295.95015576324
Super built-up  Area,Ready To Move,Other,1904.0,3.0,3.0,155.0,3,8140.756302521008
Built-up  Area,19-Dec,Other,813.0,1.0,1.0,39.0,1,4797.047970479704
Plot  Area,Ready To Move,Other,3884.0,4.0,3.0,240.0,4,6179.196704428425
Super built-up  Area,Ready To Move,Other,1630.0,2.0,2.0,97.78,3,5998.773006134969
Built-up  Area,Ready To Move,Other,2425.0,4.0,3.0,173.0,4,7134.020618556701
Built-up  Area,Ready To Move,Other,500.0,1.0,0.0,24.0,1,4800.0
Super built-up  Area,Ready To Move,Other,1265.0,2.0,1.0,82.0,3,6482.213438735178
Built-up  Area,18-May,Other,3200.0,5.0,1.0,150.0,4,4687.5
Built-up  Area,Ready To Move,Other,1850.0,3.0,3.0,98.0,3,5297.2972972972975
Plot  Area,17-Dec,Other,2360.0,4.0,2.0,150.0,4,6355.932203389831
Super built-up  Area,Ready To Move,Other,2000.0,3.0,2.0,160.0,3,8000.0
Built-up  Area,20-Dec,Other,1575.0,3.0,2.0,93.0,3,5904.761904761905
Built-up  Area,Ready To Move,Other,1300.0,2.0,2.0,70.0,3,5384.615384615385
Plot  Area,Ready To Move,Other,3100.0,3.0,3.0,250.0,3,8064.5161290322585
Super built-up  Area,Ready To Move,Other,1827.0,3.0,3.0,100.0,3,5473.453749315819
Super built-up  Area,Ready To Move,Other,1500.0,3.0,3.0,95.0,3,6333.333333333333
Super built-up  Area,18-Jan,Other,1300.0,3.0,2.0,47.0,3,3615.3846153846152
Built-up  Area,Ready To Move,Other,1155.0,2.0,0.0,60.0,3,5194.805194805195
Built-up  Area,Ready To Move,Other,1540.0,3.0,2.0,68.0,3,4415.584415584415
Super built-up  Area,Ready To Move,Other,1645.0,3.0,2.0,95.0,3,5775.075987841945
Super built-up  Area,Ready To Move,Other,1200.0,2.0,1.0,55.0,3,4583.333333333333
Super built-up  Area,Ready To Move,Other,2000.0,3.0,2.0,85.0,3,4250.0
Plot  Area,Ready To Move,Other,1200.0,3.0,3.0,95.75,3,7979.166666666667
Super built-up  Area,Ready To Move,Other,1810.0,4.0,3.0,148.0,3,8176.795580110497
Super built-up  Area,Ready To Move,Other,1530.0,2.0,1.0,97.0,3,6339.869281045751
Built-up  Area,Ready To Move,Other,1500.0,3.0,2.0,70.0,3,4666.666666666667
Plot  Area,Ready To Move,Other,2000.0,5.0,0.0,80.0,4,4000.0
Super built-up  Area,Ready To Move,Other,2000.0,3.0,2.0,85.0,3,4250.0
Super built-up  Area,Ready To Move,Other,1600.0,3.0,3.0,72.0,3,4500.0
Built-up  Area,Ready To Move,Other,1460.0,3.0,2.0,70.0,3,4794.520547945205
Super built-up  Area,Ready To Move,Other,833.0,1.0,1.0,49.0,1,5882.35294117647
Super built-up  Area,Ready To Move,Other,1545.0,3.0,3.0,85.0,3,5501.6181229773465
Super built-up  Area,Ready To Move,Other,1200.0,2.0,1.0,68.0,3,5666.666666666667
Plot  Area,Ready To Move,Other,1200.0,3.0,0.0,85.0,3,7083.333333333333
Built-up  Area,Ready To Move,Other,1440.0,3.0,2.0,65.8,3,4569.444444444444
Built-up  Area,Ready To Move,Other,1225.0,3.0,3.0,60.0,3,4897.959183673469
Built-up  Area,Ready To Move,Other,1550.0,2.0,1.0,60.0,3,3870.967741935484
Super built-up  Area,Ready To Move,Other,1650.0,3.0,2.0,75.0,3,4545.454545454545
Plot  Area,Ready To Move,Other,1800.0,2.0,0.0,72.0,3,4000.0
Plot  Area,Ready To Move,Other,1350.0,4.0,2.0,85.0,4,6296.2962962962965
Built-up  Area,Ready To Move,Other,1758.0,3.0,2.0,95.0,3,5403.86803185438
Super built-up  Area,Ready To Move,Other,909.0,2.0,1.0,40.0,3,4400.4400440044
Built-up  Area,Ready To Move,Other,1800.0,3.0,3.0,140.0,3,7777.777777777777
Built-up  Area,19-Mar,Other,3900.0,4.0,0.0,333.0,4,8538.461538461539
Plot  Area,Ready To Move,Other,2400.0,4.0,2.0,200.0,3,8333.333333333334
Super built-up  Area,Ready To Move,Other,1645.0,3.0,2.0,87.5,3,5319.148936170212
Super built-up  Area,Ready To Move,Other,2600.0,3.0,2.0,140.0,3,5384.615384615385
Built-up  Area,19-Dec,Other,2107.0,4.0,3.0,95.0,4,4508.780256288562
Super built-up  Area,Ready To Move,Other,1450.0,3.0,3.0,68.0,3,4689.6551724137935
Super built-up  Area,Ready To Move,Other,2431.0,3.0,1.0,100.0,3,4113.533525298231
Super built-up  Area,Ready To Move,Other,1402.0,2.0,2.0,85.0,3,6062.767475035664
Built-up  Area,Ready To Move,Other,1550.0,3.0,1.0,75.0,3,4838.709677419355
Plot  Area,Ready To Move,Other,5000.0,4.0,2.0,290.0,4,5800.0
Super built-up  Area,Ready To Move,Other,2000.0,3.0,2.0,85.0,3,4250.0
Built-up  Area,Ready To Move,Other,435.0,1.0,1.0,19.5,1,4482.758620689655
Super built-up  Area,Ready To Move,Other,1590.0,3.0,0.0,120.0,3,7547.169811320755
Super built-up  Area,Ready To Move,Other,1230.0,2.0,2.0,53.51,3,4350.40650406504
Super built-up  Area,18-Oct,Other,1450.0,2.0,3.0,89.6,3,6179.310344827586
Built-up  Area,Ready To Move,Other,1745.0,3.0,2.0,77.0,3,4412.607449856733
Super built-up  Area,Ready To Move,Other,1665.0,3.0,2.0,105.0,3,6306.306306306306
Built-up  Area,18-Apr,Other,1286.0,3.0,1.0,67.0,3,5209.9533437014
Super built-up  Area,Ready To Move,Other,1082.0,2.0,0.0,42.0,3,3881.7005545286506
Built-up  Area,Ready To Move,Other,1636.0,3.0,2.0,97.0,3,5929.095354523228
Plot  Area,18-Feb,Other,1200.0,3.0,2.0,72.0,3,6000.0
Plot  Area,Ready To Move,Other,1500.0,2.0,0.0,65.0,3,4333.333333333333
Super built-up  Area,Ready To Move,Other,1388.0,3.0,3.0,69.99,3,5042.50720461095
Built-up  Area,17-Jun,Other,905.0,1.0,1.0,52.0,1,5745.85635359116
Plot  Area,Ready To Move,Other,4830.0,5.0,1.0,390.0,4,8074.534161490683
Built-up  Area,Ready To Move,Other,1600.0,3.0,1.0,64.0,3,4000.0
Super built-up  Area,Ready To Move,Other,2065.0,3.0,2.0,130.0,3,6295.399515738499
Built-up  Area,Ready To Move,Other,615.0,1.0,1.0,24.0,1,3902.439024390244
Super built-up  Area,Ready To Move,Other,450.0,1.0,1.0,25.0,1,5555.555555555556
Built-up  Area,Ready To Move,Other,1550.0,2.0,2.0,79.0,3,5096.774193548387
Carpet  Area,Ready To Move,Other,1150.0,2.0,0.0,60.0,3,5217.391304347826
Super built-up  Area,Ready To Move,Other,1508.0,3.0,1.0,75.0,3,4973.474801061008
Super built-up  Area,Ready To Move,Other,1950.0,3.0,2.0,90.0,3,4615.384615384615
Plot  Area,Ready To Move,Other,1200.0,3.0,3.0,96.25,3,8020.833333333333
Super built-up  Area,18-May,Other,412.5,1.0,0.0,19.8,1,4800.0
Super built-up  Area,Ready To Move,Other,2631.0,3.0,0.0,200.0,4,7601.672367920943
Built-up  Area,18-Dec,Other,1518.0,3.0,2.0,76.0,3,5006.587615283267
Super built-up  Area,Ready To Move,Other,600.0,1.0,1.0,43.0,1,7166.666666666667
Built-up  Area,Ready To Move,Other,7500.0,4.0,0.0,425.0,4,5666.666666666667
Plot  Area,Ready To Move,Other,1200.0,3.0,0.0,70.0,3,5833.333333333333
Super built-up  Area,Ready To Move,Other,1800.0,3.0,2.0,88.0,3,4888.888888888889
Built-up  Area,Ready To Move,Other,1477.0,2.0,2.0,80.0,3,5416.384563303995
Super built-up  Area,Ready To Move,Other,1793.0,3.0,2.0,98.0,3,5465.699944227552
Plot  Area,Ready To Move,Other,1440.0,4.0,0.0,88.0,4,6111.111111111111
Super built-up  Area,Ready To Move,Other,2250.0,3.0,1.0,113.0,3,5022.222222222223
Super built-up  Area,Ready To Move,Other,1200.0,2.0,2.0,75.0,3,6250.0
Super built-up  Area,Ready To Move,Other,1700.0,2.0,2.0,68.5,3,4029.4117647058824
Super built-up  Area,Ready To Move,Other,1643.0,3.0,2.0,75.0,3,4564.820450395618
Built-up  Area,Ready To Move,Other,2600.0,3.0,1.0,95.0,4,3653.846153846154
Built-up  Area,Ready To Move,Other,1350.0,2.0,3.0,68.0,3,5037.037037037037
Super built-up  Area,Ready To Move,Other,1500.0,2.0,1.0,90.0,3,6000.0
Built-up  Area,Ready To Move,Other,1350.0,3.0,1.0,60.0,3,4444.444444444444
Built-up  Area,Ready To Move,Other,4510.0,4.0,3.0,200.0,3,4434.589800443459
Super built-up  Area,Ready To Move,Other,1540.0,3.0,2.0,85.0,3,5519.480519480519
Super built-up  Area,Ready To Move,Other,2000.0,3.0,2.0,120.0,3,6000.0
Built-up  Area,18-Jul,Other,2000.0,3.0,1.0,145.0,3,7250.0
Plot  Area,Ready To Move,Other,2230.0,4.0,1.0,130.0,4,5829.596412556054
Plot  Area,Ready To Move,Other,2200.0,5.0,1.0,100.0,4,4545.454545454545
Super built-up  Area,Ready To Move,Other,1519.0,3.0,2.0,67.23,3,4425.938117182357
Built-up  Area,18-Dec,Other,3160.0,4.0,3.0,206.0,4,6518.987341772152
Super built-up  Area,Ready To Move,Other,1442.0,3.0,2.0,56.24,3,3900.138696255201
Super built-up  Area,Ready To Move,Other,1840.0,3.0,3.0,85.0,3,4619.565217391304
Built-up  Area,Ready To Move,Other,2050.0,3.0,1.0,100.0,4,4878.048780487805
Plot  Area,Ready To Move,Other,1936.0,3.0,0.0,110.0,3,5681.818181818182
Super built-up  Area,Ready To Move,Other,1652.5,3.0,2.0,90.0,3,5446.293494704993
Super built-up  Area,Ready To Move,Other,2159.0,3.0,2.0,110.0,3,5094.951366373321
Plot  Area,Ready To Move,Other,1365.0,3.0,0.0,99.0,3,7252.747252747253
Built-up  Area,Ready To Move,Other,1680.0,3.0,3.0,135.0,3,8035.714285714285
Built-up  Area,Ready To Move,Other,1810.0,3.0,3.0,118.0,3,6519.3370165745855
Built-up  Area,Ready To Move,Other,1430.0,3.0,1.0,78.65,3,5500.000000000001
Built-up  Area,Ready To Move,Other,1200.0,2.0,1.0,45.0,1,3750.0
Plot  Area,Ready To Move,Other,1260.0,4.0,2.0,65.0,4,5158.730158730159
Super built-up  Area,Ready To Move,Other,1760.0,2.0,1.0,116.0,3,6590.909090909091
Super built-up  Area,Ready To Move,Other,3317.5,5.0,0.0,268.5,4,8093.443858327054
Super built-up  Area,18-Dec,Other,1200.0,2.0,2.0,75.6,3,6299.999999999999
Super built-up  Area,Ready To Move,Other,2100.0,4.0,2.0,150.0,4,7142.857142857143
Built-up  Area,Ready To Move,Other,1539.0,3.0,2.0,60.0,3,3898.635477582846
Built-up  Area,Ready To Move,Other,1550.0,4.0,1.0,120.0,4,7741.935483870968
Super built-up  Area,Ready To Move,Other,1455.0,2.0,2.0,55.0,3,3780.0687285223366
Super built-up  Area,Ready To Move,Other,550.0,1.0,1.0,23.0,1,4181.818181818182
Super built-up  Area,Ready To Move,Other,1080.0,2.0,2.0,75.0,3,6944.444444444444
Super built-up  Area,Ready To Move,Other,1570.0,3.0,2.0,78.0,3,4968.152866242038
Super built-up  Area,Ready To Move,Other,1537.0,3.0,2.0,110.0,3,7156.79895901106
Built-up  Area,Ready To Move,Other,2100.0,4.0,1.0,90.0,4,4285.714285714285
Super built-up  Area,Ready To Move,Other,1685.0,3.0,2.0,60.0,3,3560.8308605341244
Plot  Area,Ready To Move,Other,3400.0,4.0,2.0,190.0,4,5588.235294117647
Super built-up  Area,Ready To Move,Other,1424.0,2.0,3.0,55.0,3,3862.3595505617977
Super built-up  Area,Ready To Move,Other,1250.0,3.0,1.0,55.0,3,4400.0
Plot  Area,18-Mar,Other,2200.0,4.0,2.0,160.0,3,7272.727272727273
Super built-up  Area,Ready To Move,Other,1540.0,3.0,3.0,76.0,3,4935.064935064935
Super built-up  Area,Ready To Move,Other,1900.0,3.0,3.0,155.0,3,8157.894736842105
Built-up  Area,Ready To Move,Other,1942.0,3.0,1.0,155.0,3,7981.462409886714
Plot  Area,Ready To Move,Other,1200.0,4.0,2.0,80.0,3,6666.666666666667
Super built-up  Area,Ready To Move,Other,1515.0,3.0,3.0,90.0,3,5940.59405940594
Super built-up  Area,Ready To Move,Other,1464.0,3.0,3.0,56.0,3,3825.136612021858
Plot  Area,Ready To Move,Other,1200.0,4.0,1.0,95.0,4,7916.666666666667
Built-up  Area,21-Dec,Other,1300.0,3.0,2.0,64.0,3,4923.076923076923
Built-up  Area,Ready To Move,Other,1200.0,1.0,0.0,69.0,1,5750.0
Built-up  Area,Ready To Move,Other,2099.0,3.0,0.0,95.0,3,4525.964745116722
Plot  Area,Ready To Move,Other,1200.0,1.0,0.0,48.0,1,4000.0
Built-up  Area,Ready To Move,Other,1430.0,2.0,1.0,78.65,3,5500.000000000001
Super built-up  Area,Ready To Move,Other,2108.0,3.0,3.0,85.0,3,4032.2580645161293
Super built-up  Area,19-Dec,Other,2690.0,4.0,2.0,185.0,4,6877.323420074349
Super built-up  Area,Ready To Move,Other,2070.0,3.0,3.0,135.0,3,6521.739130434783
Built-up  Area,Ready To Move,Other,1600.0,2.0,2.0,75.0,3,4687.5
Super built-up  Area,Ready To Move,Other,2010.0,3.0,3.0,125.0,3,6218.905472636816
Super built-up  Area,Ready To Move,Other,1504.0,2.0,2.0,100.0,3,6648.936170212766
Plot  Area,Ready To Move,Other,1500.0,3.0,0.0,72.0,3,4800.0
Built-up  Area,Ready To Move,Other,1280.0,2.0,1.0,48.0,3,3750.0
Super built-up  Area,Ready To Move,Other,1862.0,3.0,3.0,120.0,3,6444.68313641246
Built-up  Area,Ready To Move,Other,2700.0,3.0,3.0,200.0,3,7407.407407407408
Built-up  Area,18-Dec,Other,1677.0,3.0,2.0,98.0,3,5843.768634466309
Built-up  Area,Ready To Move,Other,2500.0,8.0,3.0,95.0,8,3800.0
Built-up  Area,Ready To Move,Other,1490.0,2.0,1.0,115.0,3,7718.120805369127
Super built-up  Area,Ready To Move,Other,1550.0,3.0,1.0,59.0,3,3806.451612903226
Super built-up  Area,Ready To Move,Other,1740.0,3.0,3.0,120.0,3,6896.551724137931
Super built-up  Area,Ready To Move,Other,1431.0,3.0,2.0,65.0,3,4542.278127183788
Super built-up  Area,Ready To Move,Other,1520.0,3.0,2.0,111.0,3,7302.631578947368
Built-up  Area,Ready To Move,Other,1391.0,2.0,3.0,64.5,3,4636.951833213516
Plot  Area,Ready To Move,Other,1200.0,4.0,2.0,86.0,4,7166.666666666667
Super built-up  Area,Ready To Move,Other,1464.0,3.0,2.0,56.0,3,3825.136612021858
Super built-up  Area,Ready To Move,Other,1600.0,3.0,3.0,95.0,3,5937.5
Super built-up  Area,Ready To Move,Other,600.0,2.0,0.0,23.0,1,3833.3333333333335
Super built-up  Area,Ready To Move,Other,2000.0,4.0,0.0,130.0,3,6500.0
Super built-up  Area,Ready To Move,Other,995.0,2.0,2.0,34.82,3,3499.497487437186
Plot  Area,Ready To Move,Other,3200.0,4.0,2.0,200.0,4,6250.0
Super built-up  Area,Ready To Move,Other,1800.0,3.0,2.0,90.0,3,5000.0
Super built-up  Area,Ready To Move,Other,1464.0,3.0,2.0,56.0,3,3825.136612021858
Super built-up  Area,Ready To Move,Other,1800.0,3.0,3.0,95.0,3,5277.777777777777
Carpet  Area,Ready To Move,Other,3150.0,5.0,2.0,145.0,8,4603.174603174603
Built-up  Area,Ready To Move,Other,2000.0,3.0,1.0,90.0,3,4500.0
